rec_id,record_url,Item Number,Title,Language,Other Language,Pages,Captured Date,Report Date,Intel Date,Batch Number,Origin Office,Human Source Number,Col. Proj. Number,Source,Country,Related Country,Security Classification,Document Type,Map Locations,map_grid_ref,map_lat,map_lon,Log Number,Intel,Subject,Keyword,Organization,Personality,Location,Location C,Location P
163124,https://cdec.vietnam.ttu.edu/search/item.php?rec=163124,F034607130161,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 05-2599-70, 05/07/1970, Unknown D Description",English,Vietnamese,6,1970/05/07,1970/05/13,1969/11/03,70 0712,,,,Viet Cong,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,Foreign Organizations | Doc Indexed MACV | Captured Official Documents | Fixed zero | Indexing system used,"48PYU0243 [12.1459°, 106.85293°]",48PYU0243,12.1459,106.85293,05-2599-70 | V-00081,"Governmental Politics, & International Activities & Institutes | Internal Security & Counter intelligence | Internal Security Services | Governmental Politics, & International Activities & Institutes | Communism & the Communist Party | National Party Organization | Governmental Politics, & International Activities & Institutes | Intelligence & Espionage | Collection Procedures & Projects | Armed Forces | Tactics & Operations | General | Counter-Guerrilla Warfare",Log # 05-2599-70 | Log # V-00081 | Operations | Combined Document Exploitation Center,"Viet Cong Circulars | Armed | Biet Kich,Commando Unit | Route-4 | Route-15 | CIRCUL | ARMED | BIETKI | RTE4 | RTE15",US 1st Cav. AirMobile | Group GP-180 | Regiment RT-180 | Unit UT-C153,C:TUTHU | Thu,CB515 | Katum | Loc Ninh,,
163181,https://cdec.vietnam.ttu.edu/search/item.php?rec=163181,F034607131217,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 05-2192-70, 05/08/1970, Unknown D Description",English,Vietnamese,66,1970/05/08,1970/05/11,1970/01/13,70 0686,,,,Viet Cong,North Vietnamese troops in South Viet Nam,,Confidential | No Control | No Release Restriction | Raw Intelligence,Foreign Organizations | Doc Indexed MACV | Captured Official Documents | Fixed zero | Indexing system used,"48PXU4817 [11.91372°, 106.35562°]",48PXU4817,11.91372,106.35562,05-2192-70,"Armed Forces | Operations Against Foreign Countries | Specific Operations or Battles | Armed Forces | Administrative Organizations, Bureaus, Directorates, & Technical Services | Engineer, Labor Battalions, Construction Battalions",Log # 05-2192-70 | List of members | Order of Battle | Combined Document Exploitation Center,Recapitulation reports | RECAPI,US 1st Cav. AirMobile | Unit UT-C19 | Company CO-19 | Regiment RT-165 | Division DN-7 | Unit UT-B1 | Unit UT-B2 | Unit UT-CBO,Dam Thanh Hong | Hong | Nguyen Van Nha | Nha | Cu Hu | Tuong,CB515 | Binh Long | CANLE | Loc Ninh | Lai Thieu | Dau Tieng | Minh Hoa,,
165553,https://cdec.vietnam.ttu.edu/search/item.php?rec=165553,F034607320176,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 06-1426-70, 06/03/1970, Unknown D Description",English,Vietnamese,17,1970/06/03,1970/06/04,1970/02/20,70 0856,,,,Viet Cong,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,Foreign Organizations | Doc Indexed MACV | Captured Official Documents | Fixed zero | Indexing system used,"48PXT4195 [11.71511°, 106.29042°]",48PXT4195,11.71511,106.29042,06-1426-70,"Armed Forces | Ground Forces | Artillery | Brigades, Regiments, Battalions, & Smaller Units | Armed Forces | Defense Installations | Harbor & Costal Defense Installations | Gun Sites | Governmental Politics, & International Activities & Institutes | Intelligence & Espionage | Collection Procedures & Projects | Governmental Politics, & International Activities & Institutes | Intelligence & Espionage | Collection Procedures & Projects | Armed Forces | Ground Force Installations, Except Defense | Types & Locations | Bivouac Areas","Log # 06-1426-70 | Cartographic Representation, Overlays & sketches | Order of Battle | Combined Document Exploitation Center",Unknown G Description | Route-14 | AREAOF | RTE14,US 25th Inf. Div. (Inc. 25th MI Det) | Unit UT-L6 | Unit UT-LANG6 | Regiment RT-96 | Unit UT-K3 | Unit UT-K4 | Unit UT-K5 | Battalion BN-3 | Battalion BN-4 | Battalion BN-5 | Unit UT-F64,,CB101 | CTZ 3 | CTZ 3 | CTZ 3 | CTZ 5 | CTZ 3 | Y4 | Loc Ninh | Phu Lo | An Loc | Chon Thanh | Y3 | Vinh Thien | Bo Duc | Phuoc Binh | Thuan Loi | Moc Bai | Phuoc Vinh | Y7 | Phuoc Hoa | Lo Go | Vinh | Tay Ninh | Ben Soi | Tan Hung | Ta Dat | Y1 | Loc Ninh | DAUTIE | Loc Thanh | Rach Cham | Bo Tuc | Y2 | Ben Cat | Dong So | CTZ 3 | CTZ 3 | CTZ 3,Combat Tactical Zone 3 | Combat Tactical Zone 3 | Combat Tactical Zone 3 | Combat Tactical Zone 5 | Combat Tactical Zone 3 | Combat Tactical Zone 3 | Combat Tactical Zone 3 | Combat Tactical Zone 3,Binh Duong | Phuoc Long | Tay Ninh | Gia Dinh | Hau Hghia | Hau Hghia | Binh Long | Phuoc Long
172491,https://cdec.vietnam.ttu.edu/search/item.php?rec=172491,F034607721996,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 08-9870-70, 05/24/1970, CTZ 3, Long An Province",English,Vietnamese,8,1970/05/24,1970/09/04,1968/09/00,70 1343,AMIC,306470,,Unknown,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,"Joint UCS, DIA, CINCPAC, MACV and other unified commands | Doc Indexed MACV | State DEpartment Telegram | Fixed zero | Indexing system used",,,,,08-9870-70,Armed Forces | General | Armed Forces | Operations Against Foreign Countries | Prisoners-Of-War [POW],Log # 08-9870-70 | Biography | Combined Document Exploitation Center,History | HISTOR,"South Vietnamese, LMilitary, LViet Cong, LNon-Christian, LNon-CP Member, LNon-Infiltrator",Le Van Dung | Dung | Le Van Xuan | Xuan,CTZ 3 | Loc Ninh | CTZ 3,Combat Tactical Zone 3 | Combat Tactical Zone 3,Long An | Binh Long
172821,https://cdec.vietnam.ttu.edu/search/item.php?rec=172821,F034607740846,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 09-1521-70, 09/04/1970, CTZ 1, Quang Nam Province",English,Vietnamese,22,1970/09/04,1970/09/08,1970/04/15,70 1379,,,,Viet Cong,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,Foreign Organizations | Doc Indexed MACV | Captured Official Documents | Fixed zero | Indexing system used,"48PZC2057 [15.87488°, 107.98443°]",48PZC2057,15.87488,107.98443,09-1521-70,"Armed Forces | Ground Forces | Infantry | Brigades, Regiments, Battalions, & Smaller Units | Armed Forces | Tactics & Operations | General | Guerrilla Warfare | Resources, Commodities & Weapons | Ground Weapons & Ammunition | Land Mines & Demolition Equipment | Land Mines & Booby Traps | Antipersonnel Mines | Armed Forces | Defense Installations | Fortified Villages | Resources, Commodities & Weapons | Agricultural Crops | Grain Crops | Rice | Commerce, Industry, Finance | Government Finance, Banking & Credit, Monetary System | Monetary System, Currency | Other | Armed Forces | Irregular & Paramilitary Forces | Unconventional Forces | Armed Forces | Defense Installations | Fortified Villages",Log # 09-1521-70 | Tactics | List of members | Production Data | Order of Battle | Stockpiles and Reserves | Combined Document Exploitation Center,District Units | Local Force Unit | DISTRI | LF,US 1st Marine Div. (Inc. ITT's) | Unit UT-C1 | Unit UT-Q83,,CTZ 1 | CTZ 1 | QUANGD | Military Region 5 Region | MR5 Region | DAITHANG | Dai Loc | BAITRA | DAICHANH | Dai Phong | Dai Minh | Dai Cuong | DAIPHONGAN | Dai Hoa | Dai Hiep | Dai Nghia | DAIQUANG | Dai Dong | Dai Lanh | DAIHONG | Dai Son | Loc Hoa | LOCXUAN | Loc Thuan | LOCTAN | Loc Thanh | Loc Phuoc | Loc Son | Loc Binh | LOCVINH | LOCPHONG | Lo Chung | Loc Ninh | LOCCHANH | LOCQUANG | LOCMY,Combat Tactical Zone 1 | Combat Tactical Zone 1,Quang Nam | Quang Nam
172869,https://cdec.vietnam.ttu.edu/search/item.php?rec=172869,F034607741563,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 09-1461-70, 09/05/1970, CTZ 3, Binh Duong Province",English,Vietnamese,8,1970/09/05,1970/09/08,1970/09/05,70 1381,,,,Viet Cong,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,Foreign Organizations | Doc Indexed MACV | Captured Official Documents | Fixed zero | Indexing system used,"48PXT3948 [11.29025°, 106.27017°]",48PXT3948,11.29025,106.27017,09-1461-70,"Armed Forces | Administrative Organizations, Bureaus, Directorates, & Technical Services | Other | Armed Forces | Ground Force Installations, Except Defense | Types & Locations | Barracks, Casernes, Bases, Base Camps, Posts, Stations, Camps | Armed Forces | Staff Level Organizations | Logistics | Resources, Commodities & Weapons | Agricultural Crops | Grain Crops | Rice","Log # 09-1461-70 | Construction, Repair, and Expansion | Allocations | Combined Document Exploitation Center",Rear | REAR,US 25th Inf. Div. (Inc. 25th MI Det) | Group GP-82,,CTZ 3 | Subregion 1 | Suoi Da | Loc Ninh | Cau Khoi | NUI | Suoi Ong | HANGDINHTHAN,Combat Tactical Zone 3,Binh Duong
172986,https://cdec.vietnam.ttu.edu/search/item.php?rec=172986,F034607742842,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 09-1497-70, 08/07/1970, CTZ 1, Quang Nam Province",English,Vietnamese,18,1970/08/07,1970/09/08,1969/06/26,70 1378,,,,Viet Cong,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,Foreign Organizations | Doc Indexed MACV | Captured Official Documents | Fixed zero | Indexing system used,"48PYC9635 [15.67919°, 107.75784°]",48PYC9635,15.67919,107.75784,09-1497-70,"Armed Forces | Ground Forces | Infantry | Brigades, Regiments, Battalions, & Smaller Units | Armed Forces | Irregular & Paramilitary Forces | Unconventional Forces | Armed Forces | Operations Against Foreign Countries | Specific Operations or Battles | Armed Forces | Operations Against Foreign Countries | Losses of Personnel & Equipment | Personnel | Armed Forces | Operations Against Foreign Countries | Losses of Personnel & Equipment | Equipment | Armed Forces | Effect of Hostilities | On Civilian Life | Armed Forces | Manpower & Personnel Procurement | Manpower Available for Military Service",Log # 09-1497-70 | Order of Battle | Combat Effectiveness | Combined Document Exploitation Center,"District Units | Local Force Unit | Effects of ground operations, except artillery | DISTRI | LF | EFFGRO",Other Organization | Unit UT-77,Hoang Cam | Cam | Nguyen Thuan | Thuan,CTZ 1 | CTZ 1 | Military Region 5 Region | MR5 Region | Loc Hoa | Loc Phuoc | LOCTAN | LOCXUAN | Loc Thuan | Loc Thanh | Loc Son | Lo Chung | LOCPHONG | LOCCHANH | LOCQUANG | LOCVINH | Loc Binh | Loc Ninh,Combat Tactical Zone 1 | Combat Tactical Zone 1,Quang Nam | Quang Nam
180235,https://cdec.vietnam.ttu.edu/search/item.php?rec=180235,F034608180533,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 01-1733-71, 01/14/1971, CTZ 1, Quang Nam Province",English,Vietnamese,15,1971/01/14,1971/01/18,1969/08/21,71 0059,,,,Viet Cong,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,Foreign Organizations | Doc Indexed MACV | Captured Official Documents | Fixed zero | Indexing system used,"48PZC1958 [15.88403°, 107.97523°]",48PZC1958,15.88403,107.97523,01-1733-71,"Armed Forces | Defense Installations | Fortified Villages | Governmental Politics, & International Activities & Institutes | Communism & the Communist Party | National Party Organization | Central Committee | Political Secretariat | Governmental Politics, & International Activities & Institutes | Communism & the Communist Party | National Party Organization | Territorial Organization | Sectional Organization | Science & Technology, Engineering | Geography & Cartography | Political, Administrative, & Cultural Geography | International Boundaries & Internal Divisions",Log # 01-1733-71 | Order of Battle | Combined Document Exploitation Center,Political Officer | POLITI,"US 1st Marine Div. (Inc. ITT's) | Unit UT-C70 | Unit UT-Z70 | Other Organization | Unit UT-D360 | Unit UT-D362 | Unit UT-D366 | Other Organization | Unit UT-D350 | Unit UT-D352 | Unit UT-D354 | Unit UT-D356 | Unit UT-D358 | Other Organization | Unit UT-D353 | Unit UT-D355 | Unit UT-D357 | Unit UT-D359 | Laotian, LThien Lan, L | Other Organization | Unit UT-D351 | Unit UT-D361 | Unit UT-D363 | Unit UT-D358",Nguyen Den | Den | Le Van Dai | Dai | Tam | C:AN | C:SAU | Bich | Phung | C:AN | C:LY | Phong | Tan | Khanh | Thanh | Thu | Phuc | Truyen | Ban | Dang | Than | Lang | Chinh | C:MUOI,CTZ 1 | Loc Binh | CTZ 1 | Military Region 5 Region | MR5 Region | Loc An | Lo Chung | LOCCHANH | LOCPHONG | Loc Ninh | Loc Binh | LOCQUANG | LOCMY | LOCXUAN | Loc Son | Loc Thanh | Loc Phuoc | LOCTAN | Loc Hoa,Combat Tactical Zone 1 | Combat Tactical Zone 1,Quang Nam | Quang Nam
180937,https://cdec.vietnam.ttu.edu/search/item.php?rec=180937,F034608220452,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 09-7070-71, , Unknown D Description",English,Vietnamese,10,,1970/12/03,1970/02/00,71 0111,1021,,U-UPE-U1760,Unknown,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,"Joint UCS, DIA, CINCPAC, MACV and other unified commands | Doc Indexed MACV | State DEpartment Telegram | Fixed zero | Indexing system used","48PVR8764 [9.62879°, 104.87815°]",48PVR8764,9.62879,104.87815,09-7070-71,"Armed Forces | General | Armed Forces | Ground Force Installations, Except Defense | Types & Locations | Headquarters",Log # 09-7070-71 | Biography | Officer Personnel | Order of Battle | List of members | Combined Document Exploitation Center,,"South Vietnamese, LMilitary, LViet Cong, LNon-Christian, LNon-CP Member, LNon-Infiltrator | Unit UT-B1 | Unit UT-B2",Le Loc Ninh | Ninh | C:BAMAI | Mai | Bay Nhut | Nhut | C:TUTHAI | Thai | C:MUOIGIAI | Giai | Nguyen Tan | C:TUDANH | Danh | Bay | C:UT | C:TUTRACH | Trach | Quach Ngoc | C:TY | Tam Luc | Luc | Kien Cuong | Cuong | C:TUTIEN | C:SAUHUNG | Hung | Hai Quan | Quan | C:TULE,DONGHUNGB | CTZ 4,Combat Tactical Zone 4,Kien Giang
180939,https://cdec.vietnam.ttu.edu/search/item.php?rec=180939,F034608220467,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 09-7270-71, , CTZ 4, An Xuyen Province",English,Vietnamese,5,,1970/12/01,1965/04/00,71 0111,1021,,,Unknown,"The Viet Cong, Central Office, SVN, NLFVN",United States of America,Confidential | No Control | No Release Restriction | Raw Intelligence,"Joint UCS, DIA, CINCPAC, MACV and other unified commands | Doc Indexed MACV | State DEpartment Telegram | Fixed zero | Indexing system used","48PWR0846 [9.466°, 105.06952°]",48PWR0846,9.466,105.06952,09-7270-71,Armed Forces | General | Armed Forces | Operations Against Foreign Countries | Prisoners-Of-War [POW],Log # 09-7270-71 | Biography | Enlisted Personnel | Combined Document Exploitation Center,,"South Vietnamese, LMilitary, LViet Cong, LNon-Christian, LNon-CP Member, LNon-Infiltrator",Le Loc Ninh | Ninh | Tan Bang,CTZ 4,Combat Tactical Zone 4,An Xuyen
181319,https://cdec.vietnam.ttu.edu/search/item.php?rec=181319,F034608241128,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 02-1105-71, 01/08/1971, CTZ 4, Chuong Thien Province",English,Vietnamese,10,1971/01/08,1971/02/03,1970/10/03,71 0128,,,,Viet Cong,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,Foreign Organizations | Doc Indexed MACV | Captured Official Documents | Fixed zero | Indexing system used,"48PWR4162 [9.61052°, 105.3703°]",48PWR4162,9.61052,105.3703,02-1105-71,"Armed Forces | Defense Installations | Minefields, Land | Armed Forces | Ground Forces | Infantry | Brigades, Regiments, Battalions, & Smaller Units | Armed Forces | Operations Against Foreign Countries | Specific Operations or Battles | Armed Forces | Mission & Objectives | Armed Forces | Defense Installations | Fortified Villages | Armed Forces | Military Intentions",Log # 02-1105-71 | Combined Document Exploitation Center,District Units | Recapitulation reports | DISTRI | RECAPI,Other Organization,,CTZ 4 | Military Region 3 Western Nambo | MR3 Western Nambo | CTZ 4 | CTZ 4 | Soc Trang | NGANDUA | CTZ 4 | NINHQUOI | Ninh Hoa | Vinh Loc | Loc Ninh | VINHPHUTAY | VINHPHUDONG | Vinh Hung | BAAI1 | DANQUAN | XATHOAN | CHUNGO | LAVIETVAN,Combat Tactical Zone 4 | Combat Tactical Zone 4 | Combat Tactical Zone 4 | Combat Tactical Zone 4,Chuong Thien | Bac Lieu | Ba Xuyen | Bac Lieu
189707,https://cdec.vietnam.ttu.edu/search/item.php?rec=189707,F034608741820,"Captured Documents (CDEC): Unknown Interrogation Source, Log Number 10-1006-71, 08/22/1971, CTZ 4, Bac Lieu Province",English,Vietnamese,22,1971/08/22,1971/09/29,1971/06/10,71 0635,,,,Viet Cong,"The Viet Cong, Central Office, SVN, NLFVN",,Confidential | No Control | No Release Restriction | Raw Intelligence,Foreign Organizations | Doc Indexed MACV | Captured Official Documents | Fixed zero | Indexing system used,"48PXR0836 [9.3742°, 105.98021°]",48PXR0836,9.3742,105.98021,10-1006-71 | V-00110,"Armed Forces | Staff Level Organizations | Armed Forces | Ground Forces | Infantry | Brigades, Regiments, Battalions, & Smaller Units | Governmental Politics, & International Activities & Institutes | Communism & the Communist Party | National Party Organization | Territorial Organization | Governmental Politics, & International Activities & Institutes | Communism & the Communist Party | National Party Organization | Paramilitary Organization & Activities | Military Affairs Organization of the Party | Armed Forces | Status of the Armed Forces | Military Traditions, Ceremonies, & Decorations | Armed Forces | Irregular & Paramilitary Forces | Unconventional Forces | Governmental Politics, & International Activities & Institutes | Internal Security & Counter intelligence | Civilian & Military Security Systems | Loyalty & Security Programs | Political Indoctrination | Governmental Politics, & International Activities & Institutes | Psychological Warfare | Capabilities | Governmental Politics, & International Activities & Institutes | Psychological Warfare | Governmental Politics, & International Activities & Institutes | Communism & the Communist Party | National Party Organization | Territorial Organization | Sectional Organization | Governmental Politics, & International Activities & Institutes | Communism & the Communist Party | National Party Organization | Central Committee | Political Secretariat | Governmental Politics, & International Activities & Institutes | Communism & the Communist Party | Activities, Methods | Relations With, Attitude Toward, & Participation & Interference in Domestic & Foreign Governments | Governmental Politics, & International Activities & Institutes | Communism & the Communist Party | Policies & Objectives | Domestic Politics | Governmental Politics, & International Activities & Institutes | Communism & the Communist Party | Policies & Objectives | Armed Forces",Log # 10-1006-71 | Organization | Log # V-00110 | Combined Document Exploitation Center,Province Units | Local Force Unit | Letter of Commendation | Unknown G Description | Unknown G Description | Viet Cong Circulars | PROVIN | LF | LTRCOM | MUNICI | FARMER | CIRCUL,Other Organization | Unit UT-T3 | Unit UT-C247 | Company CO-247 | Letter box number LB-45032 | Letter box number LB-45400 | Unit UT-EY | Unit UT-E40 | Other Organization,Nguyen Tan Tha | Thanh | C:SAUMAU,CTZ 4 | CTZ 4 | CTZ 4 | Soc Trang | Military Region 3 Western Nambo | MR3 Western Nambo | CTZ 4 | CTZ 4 | Chau Thanh | Long Hung | CTZ 4 | Loc Ninh | Vinh Loc,Combat Tactical Zone 4 | Combat Tactical Zone 4 | Combat Tactical Zone 4 | Combat Tactical Zone 4 | Combat Tactical Zone 4 | Combat Tactical Zone 4,Bac Lieu | Ba Xuyen | Bac Lieu | Ba Xuyen | Ba Xuyen | Bac Lieu
